pair_id,page_url,before_path,after_path,room_type,split,src_before,src_after,style_desc,style_primary,style_secondary,style_conf,style_evidence
940f587f7da2bce55c,https://www.thespruce.com/living-room-transformations-11935294,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/living_room__940f587f7da2bce55c_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/living_room__940f587f7da2bce55c_orig.jpg,living room,train,/home/jupyter/clean_108_WITH_LABELS/before/living_room__940f587f7da2bce55c.jpg,/home/jupyter/clean_108_WITH_LABELS/after/living_room__940f587f7da2bce55c.jpg,"soft greige walls, mid-century wood shelving, warm wood floors with patterned rug, brass table lamp, mid-century modern",Mid-Century Modern,Contemporary,high,"Tapered wood legs, hairpin side table, tufted sofa, organic armchair, round mirror, neutral palette, and sheepskin rug."
587afa1a897431184c,https://www.thespruce.com/living-room-transformations-11935294,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/living_room__587afa1a897431184c_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/living_room__587afa1a897431184c_orig.jpg,living room,train,/home/jupyter/clean_108_WITH_LABELS/before/living_room__587afa1a897431184c.jpg,/home/jupyter/clean_108_WITH_LABELS/after/living_room__587afa1a897431184c.jpg,"Light gray walls, warm hardwood flooring with a vibrant patterned rug, teal ceramic table lamps, eclectic maximalist",Traditional,Bohemian,high,"Tufted purple velvet Chesterfield sofa, ornate gold-framed gallery wall, colorful patterned rug, and classic wood furniture."
6b42083767bc557f64,https://www.hgtv.com/shows/property-brothers-at-home/before-and-after--the-property-brothers-at-home-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/living_room__6b42083767bc557f64_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/living_room__6b42083767bc557f64_orig.jpg,living room,train,/home/jupyter/clean_108_WITH_LABELS/before/living_room__6b42083767bc557f64.jpg,/home/jupyter/clean_108_WITH_LABELS/after/living_room__6b42083767bc557f64.jpg,"neutral walls with chevron accent, dark wood built-in shelving, travertine tile flooring, oversized orb crystal chandelier, dramatic transitional",Contemporary,Traditional,high,"Large glass doors, geometric chevron column, and orb chandelier mix with dark wood built-ins, striped armchairs, and travertine tile."
1c6470e1576c6fc954,https://www.thespruce.com/bedroom-decorating-ideas-8665090,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/bedroom__1c6470e1576c6fc954_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/bedroom__1c6470e1576c6fc954_orig.jpg,bedroom,train,/home/jupyter/clean_108_WITH_LABELS/before/bedroom__1c6470e1576c6fc954.jpg,/home/jupyter/clean_108_WITH_LABELS/after/bedroom__1c6470e1576c6fc954.jpg,"pink chinoiserie wallpaper, light wood nightstands, patterned black and white rug, black table lamps, modern chinoiserie",Glam,Traditional,high,"Pink chinoiserie wallpaper, emerald and pink velvet pillows, leopard print accents, and a scalloped boucle wood bed frame."
699f36b468d38afa25,https://www.apartmenttherapy.com/ba-white-bedroom-makeover-built-in-bookshelves-37536883,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/bedroom__699f36b468d38afa25_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/bedroom__699f36b468d38afa25_orig.jpg,bedroom,train,/home/jupyter/clean_108_WITH_LABELS/before/bedroom__699f36b468d38afa25.jpg,/home/jupyter/clean_108_WITH_LABELS/after/bedroom__699f36b468d38afa25.jpg,"cream walls, white built-in bookshelves, hardwood flooring with light rug, traditional table lamps and brass sconces, classic traditional",Traditional,Bohemian,high,"Antique books, Louis-style chair, dark wood writing desk, brass sconces, and global-patterned ottomans with relaxed linen bedding."
ff5beb14c5f82b779f,https://www.hgtv.com/shows/brother-vs-brother/brother-vs--brother--living-room-renovations-from-jonathan-and-d-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/living_room__ff5beb14c5f82b779f_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/living_room__ff5beb14c5f82b779f_orig.jpg,living room,train,/home/jupyter/clean_108_WITH_LABELS/before/living_room__ff5beb14c5f82b779f.jpg,/home/jupyter/clean_108_WITH_LABELS/after/living_room__ff5beb14c5f82b779f.jpg,"cool gray walls, textured stone fireplace, dark wood flooring, modern crystal ring chandelier, transitional glam",Contemporary,Glam,high,"Crystal ring chandelier, gold geometric console table, tufted ottoman, gray walls, chevron pillows, and stacked stone fireplace."
c96ee1d792433f442d,https://www.hgtv.com/shows/brother-vs-brother/brother-vs--brother--living-room-renovations-from-jonathan-and-d-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/living_room__c96ee1d792433f442d_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/living_room__c96ee1d792433f442d_orig.jpg,living room,train,/home/jupyter/clean_108_WITH_LABELS/before/living_room__c96ee1d792433f442d.jpg,/home/jupyter/clean_108_WITH_LABELS/after/living_room__c96ee1d792433f442d.jpg,"cool gray walls, white stacked stone fireplace, dark wood flooring, patterned textiles, gold accents, transitional glam",Contemporary,Glam,high,"Gray walls, geometric gold console table, tufted leather ottoman, metallic patterned pillows, and a stacked stone fireplace."
b2e27c21e115b8156e,https://www.hgtv.com/shows/brother-vs-brother/brother-vs--brother--living-room-renovations-from-jonathan-and-d-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/entryway__b2e27c21e115b8156e_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/entryway__b2e27c21e115b8156e_orig.jpg,entryway,train,/home/jupyter/clean_108_WITH_LABELS/before/entryway__b2e27c21e115b8156e.jpg,/home/jupyter/clean_108_WITH_LABELS/after/entryway__b2e27c21e115b8156e.jpg,"warm greige walls, dark wood and metal cable railing, light oak flooring, warm globe pendant lighting, transitional",Contemporary,Traditional,medium,"Cable stair railing, neutral walls, and modern layout contrast with traditional nailhead-trimmed wingback chairs and turned wood legs."
5cc2b0e57117bc9f23,https://www.hgtv.com/shows/brother-vs-brother/brother-vs--brother--living-room-renovations-from-jonathan-and-d-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/living_room__5cc2b0e57117bc9f23_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/living_room__5cc2b0e57117bc9f23_orig.jpg,living room,train,/home/jupyter/clean_108_WITH_LABELS/before/living_room__5cc2b0e57117bc9f23.jpg,/home/jupyter/clean_108_WITH_LABELS/after/living_room__5cc2b0e57117bc9f23.jpg,"reclaimed wood walls, stone tile fireplace, floating black shelves, light oak flooring, industrial cage pendant, rustic modern",Contemporary,Rustic,high,"Sleek large-format tiled fireplace, floating black shelves, reclaimed wood plank walls, wire cage lighting, and a wooden console table."
5f44749467b4e600f7,https://www.hgtv.com/shows/brother-vs-brother/brother-vs-brother-san-francisco-battle-of-the-master-suites-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora_holdout/before/bedroom__5f44749467b4e600f7_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora_holdout/after/bedroom__5f44749467b4e600f7_orig.jpg,bedroom,holdout,/home/jupyter/clean_108_WITH_LABELS/before/bedroom__5f44749467b4e600f7.jpg,/home/jupyter/clean_108_WITH_LABELS/after/bedroom__5f44749467b4e600f7.jpg,"striped accent wallpaper, white walls, built-in closet organizer, medium wood flooring, recessed lighting, contemporary bohemian",Contemporary,Mid-Century Modern,high,"Horizontal striped wallpaper, upholstered bed with faux fur throw, mid-century tapered-leg bench, and geometric patterned rug."
6d1aaeaaa0be0404f5,https://www.hgtv.com/shows/brother-vs-brother/brother-vs-brother-san-francisco-battle-of-the-master-suites-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/bedroom__6d1aaeaaa0be0404f5_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/bedroom__6d1aaeaaa0be0404f5_orig.jpg,bedroom,train,/home/jupyter/clean_108_WITH_LABELS/before/bedroom__6d1aaeaaa0be0404f5.jpg,/home/jupyter/clean_108_WITH_LABELS/after/bedroom__6d1aaeaaa0be0404f5.jpg,"striped accent wall, walnut nightstand, oak flooring with patterned rug, drum flush mount and modern lamps, modern bohemian",Contemporary,Mid-Century Modern,high,"Tapered-leg bench, organic-shaped armchair, walnut nightstand, geometric patterned rug, striped accent wall, and neutral textured bedding."
e80883dfda6c1bc7fe,https://www.hgtv.com/shows/brother-vs-brother/grand-guest-room-suites-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/bathroom__e80883dfda6c1bc7fe_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/bathroom__e80883dfda6c1bc7fe_orig.jpg,bathroom,train,/home/jupyter/clean_108_WITH_LABELS/before/bathroom__e80883dfda6c1bc7fe.jpg,/home/jupyter/clean_108_WITH_LABELS/after/bathroom__e80883dfda6c1bc7fe.jpg,"crisp white walls, white shaker vanity, patterned grey cement tile flooring, bright natural light, transitional chic",Traditional,Contemporary,high,"White shaker cabinets, arched window, patterned floor tiles, round gold mirror, and a bright white color palette."
3c5d07e3fc8e30b17b,https://www.hgtv.com/shows/brother-vs-brother/grand-guest-room-suites-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/living_room__3c5d07e3fc8e30b17b_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/living_room__3c5d07e3fc8e30b17b_orig.jpg,living room,train,/home/jupyter/clean_108_WITH_LABELS/before/living_room__3c5d07e3fc8e30b17b.jpg,/home/jupyter/clean_108_WITH_LABELS/after/living_room__3c5d07e3fc8e30b17b.jpg,"patterned wallpaper with dark blue trim, light wood floors with a jute rug, recessed ceiling lights, modern traditional",Traditional,Farmhouse,high,"Spindle-legged striped upholstery, jute rug, woven shades, and dark blue trim combine classic structure with rustic warmth."
2d8e1a67156fad18bd,https://www.hgtv.com/shows/brother-vs-brother/grand-guest-room-suites-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/bedroom__2d8e1a67156fad18bd_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/bedroom__2d8e1a67156fad18bd_orig.jpg,bedroom,train,/home/jupyter/clean_108_WITH_LABELS/before/bedroom__2d8e1a67156fad18bd.jpg,/home/jupyter/clean_108_WITH_LABELS/after/bedroom__2d8e1a67156fad18bd.jpg,"cream walls, dark blue trim, chevron ceiling, deep blue built-in wardrobes with brass hardware, light oak flooring, modern transitional",Contemporary,Traditional,high,"Deep blue shaker cabinets, gothic arch windows, brass T-bar hardware, chevron ceiling pattern, light oak floors, and woven baskets."
d6ce1f69256fe0bd03,https://www.hgtv.com/shows/brother-vs-brother/grand-guest-room-suites-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/bedroom__d6ce1f69256fe0bd03_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/bedroom__d6ce1f69256fe0bd03_orig.jpg,bedroom,train,/home/jupyter/clean_108_WITH_LABELS/before/bedroom__d6ce1f69256fe0bd03.jpg,/home/jupyter/clean_108_WITH_LABELS/after/bedroom__d6ce1f69256fe0bd03.jpg,"white walls with chevron ceiling, blue built-in dresser with brass hardware, light oak flooring, recessed lighting, modern eclectic",Contemporary,Traditional,medium,"Bold chevron ceiling, slate blue shaker cabinets with brass hardware, arched window trim, vintage clock, and phrenology busts."
8c6ee8cdf602b77452,https://www.hgtv.com/shows/brother-vs-brother/grand-guest-room-suites-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/bathroom__8c6ee8cdf602b77452_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/bathroom__8c6ee8cdf602b77452_orig.jpg,bathroom,train,/home/jupyter/clean_108_WITH_LABELS/before/bathroom__8c6ee8cdf602b77452.jpg,/home/jupyter/clean_108_WITH_LABELS/after/bathroom__8c6ee8cdf602b77452.jpg,"light gray walls, gray vanity with marble top, basketweave tile flooring, brass wall sconces, transitional",Contemporary,Traditional,high,"Gray shaker vanity, marble countertop, herringbone shower tile, brass sconces, black oval mirror, and chrome fixtures."
f046b472a0ff15ea16,https://www.hgtv.com/shows/brother-vs-brother/grand-guest-room-suites-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/bathroom__f046b472a0ff15ea16_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/bathroom__f046b472a0ff15ea16_orig.jpg,bathroom,train,/home/jupyter/clean_108_WITH_LABELS/before/bathroom__f046b472a0ff15ea16.jpg,/home/jupyter/clean_108_WITH_LABELS/after/bathroom__f046b472a0ff15ea16.jpg,"soft gray walls, slate gray vanity with marble top, marble basketweave tile flooring, brass sconces, transitional",Traditional,Contemporary,high,"Shaker-style grey vanity, marble basketweave floor tile, brass shaded sconces, oval black-framed mirror, and cool grey palette."
39df78bdf3c99d8b73,https://www.hgtv.com/shows/brother-vs-brother/hollywood-classic-luxury-living-rooms-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora_holdout/before/living_room__39df78bdf3c99d8b73_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora_holdout/after/living_room__39df78bdf3c99d8b73_orig.jpg,living room,holdout,/home/jupyter/clean_108_WITH_LABELS/before/living_room__39df78bdf3c99d8b73.jpg,/home/jupyter/clean_108_WITH_LABELS/after/living_room__39df78bdf3c99d8b73.jpg,"Gray grasscloth walls, dark wood coffered ceiling, light oak flooring, blue patterned rug, recessed lighting, transitional",Traditional,Contemporary,high,"Coffered wood ceiling, grasscloth wallpaper, striped armchairs, distressed blue rug, arched doorways, and a contemporary tufted daybed."
7ad0cf7c5c3585abc2,https://www.hgtv.com/shows/brother-vs-brother/hollywood-classic-luxury-living-rooms-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora_holdout/before/living_room__7ad0cf7c5c3585abc2_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora_holdout/after/living_room__7ad0cf7c5c3585abc2_orig.jpg,living room,holdout,/home/jupyter/clean_108_WITH_LABELS/before/living_room__7ad0cf7c5c3585abc2.jpg,/home/jupyter/clean_108_WITH_LABELS/after/living_room__7ad0cf7c5c3585abc2.jpg,"grey grasscloth walls, black fireplace mantel, light oak flooring with blue rug, brass floor lamp, sophisticated transitional",Traditional,Contemporary,high,"Dark coffered wood ceiling, grasscloth wallpaper, striped armchairs, distressed blue rug, and a sleek black contemporary fireplace."
48c1df4abc5e063f3b,https://www.hgtv.com/shows/brother-vs-brother/hollywood-classic-luxury-living-rooms-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/living_room__48c1df4abc5e063f3b_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/living_room__48c1df4abc5e063f3b_orig.jpg,living room,train,/home/jupyter/clean_108_WITH_LABELS/before/living_room__48c1df4abc5e063f3b.jpg,/home/jupyter/clean_108_WITH_LABELS/after/living_room__48c1df4abc5e063f3b.jpg,"crisp white walls, arched oak display cabinet, light oak flooring, minimalist black sconces, modern traditional",Contemporary,Traditional,high,"Neutral palette, black-framed windows, and clean fireplace paired with a tufted sofa, striped armchairs, and arched wooden cabinet."
e21f1bafadc124b825,https://www.hgtv.com/shows/brother-vs-brother/hollywood-classic-luxury-living-rooms-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/living_room__e21f1bafadc124b825_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/living_room__e21f1bafadc124b825_orig.jpg,living room,train,/home/jupyter/clean_108_WITH_LABELS/before/living_room__e21f1bafadc124b825.jpg,/home/jupyter/clean_108_WITH_LABELS/after/living_room__e21f1bafadc124b825.jpg,"crisp white walls, black-framed windows, light oak flooring, textured cream rug, brass statement lighting, modern traditional",Contemporary,Traditional,high,"Curved white sofa, glass coffee table, striped armchairs with turned legs, black-framed windows, neutral palette, and arched doorways."
e3b0007d4912caaf04,https://www.hgtv.com/shows/brother-vs-brother/hollywood-classic-luxury-living-rooms-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/living_room__e3b0007d4912caaf04_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/living_room__e3b0007d4912caaf04_orig.jpg,living room,train,/home/jupyter/clean_108_WITH_LABELS/before/living_room__e3b0007d4912caaf04.jpg,/home/jupyter/clean_108_WITH_LABELS/after/living_room__e3b0007d4912caaf04.jpg,"Crisp white walls, light oak flooring, textured cream rug, recessed lighting and black sconces, California casual",Traditional,Contemporary,high,"Striped rolled-arm armchairs, ornate mirror, and arched doorway meet a minimalist fireplace, glass coffee table, and neutral palette."
fa09eaa0b82b8a58c6,https://www.hgtv.com/shows/brother-vs-brother/hollywood-classic-luxury-living-rooms-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/entryway__fa09eaa0b82b8a58c6_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/entryway__fa09eaa0b82b8a58c6_orig.jpg,entryway,train,/home/jupyter/clean_108_WITH_LABELS/before/entryway__fa09eaa0b82b8a58c6.jpg,/home/jupyter/clean_108_WITH_LABELS/after/entryway__fa09eaa0b82b8a58c6.jpg,"white walls, dark wood coffered ceiling, black fireplace mantel, light oak herringbone flooring, transitional",Traditional,Contemporary,high,"Coffered wood ceiling, herringbone flooring, arched black door, traditional striped armchair, contemporary fireplace, and textured wallpaper."
10f922a312ab68ddcc,https://www.hgtv.com/shows/brother-vs-brother/hollywood-classic-luxury-living-rooms-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/living_room__10f922a312ab68ddcc_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/living_room__10f922a312ab68ddcc_orig.jpg,living room,train,/home/jupyter/clean_108_WITH_LABELS/before/living_room__10f922a312ab68ddcc.jpg,/home/jupyter/clean_108_WITH_LABELS/after/living_room__10f922a312ab68ddcc.jpg,"gray grasscloth walls, light oak paneling, light oak flooring, industrial black floor lamp, moody transitional",Traditional,Contemporary,high,"Coffered wood ceiling, arched staircase, and striped slipper chairs meet a sleek black fireplace, tufted daybed, and grasscloth walls."
16009aeefa7993aca7,https://www.hgtv.com/shows/brother-vs-brother/jonathan-scotts-galveston-beach-house-makeover-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/bedroom__16009aeefa7993aca7_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/bedroom__16009aeefa7993aca7_orig.jpg,bedroom,train,/home/jupyter/clean_108_WITH_LABELS/before/bedroom__16009aeefa7993aca7.jpg,/home/jupyter/clean_108_WITH_LABELS/after/bedroom__16009aeefa7993aca7.jpg,"light gray walls with soft yellow ceiling, dark wood flooring, gold geometric pendant lighting, contemporary mid-century modern",Contemporary,Mid-Century Modern,high,"Upholstered platform bed, geometric gold pendant, tapered-leg accent chair, abstract art, bold striped rug, and mustard yellow accents."
bd98af46d2f2e69f13,https://www.hgtv.com/shows/brother-vs-brother/jonathan-scotts-galveston-beach-house-makeover-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/bathroom__bd98af46d2f2e69f13_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/bathroom__bd98af46d2f2e69f13_orig.jpg,bathroom,train,/home/jupyter/clean_108_WITH_LABELS/before/bathroom__bd98af46d2f2e69f13.jpg,/home/jupyter/clean_108_WITH_LABELS/after/bathroom__bd98af46d2f2e69f13.jpg,"wood plank accent wall, charcoal double vanity with marble top, gray tile flooring, black industrial sconces, modern rustic",Contemporary,Rustic,high,"Wood plank accent wall, marble vanity countertop, clean-lined dark gray cabinetry, industrial black sconces, and large gray floor tiles."
e8f663964495bce574,https://www.hgtv.com/shows/celebrity-iou/leslie-jordan-celebrity-iou-renovation-pictures-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/kitchen__e8f663964495bce574_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/kitchen__e8f663964495bce574_orig.jpg,kitchen,train,/home/jupyter/clean_108_WITH_LABELS/before/kitchen__e8f663964495bce574.jpg,/home/jupyter/clean_108_WITH_LABELS/after/kitchen__e8f663964495bce574.jpg,"Warm white walls with marble-look backsplash, gray-washed shaker cabinetry, medium oak flooring, recessed lighting, transitional",Traditional,Contemporary,high,"Stained shaker cabinets, warm wood floors, and marble-look quartz backsplash paired with sleek stainless steel appliances and minimalist black hardware."
d0d80a340a4d7e5dd1,https://www.hgtv.com/shows/property-brothers-at-home-drews-honeymoon-house/drew-and-lindas-living-room-luxury-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/living_room__d0d80a340a4d7e5dd1_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/living_room__d0d80a340a4d7e5dd1_orig.jpg,living room,train,/home/jupyter/clean_108_WITH_LABELS/before/living_room__d0d80a340a4d7e5dd1.jpg,/home/jupyter/clean_108_WITH_LABELS/after/living_room__d0d80a340a4d7e5dd1.jpg,"soft gray walls, marble fireplace surround, dark herringbone wood flooring, recessed lighting and brass sconces, modern transitional",Contemporary,Glam,high,"Velvet upholstery, gold-finished metal frames, sculptural table lamps, herringbone wood floors, and a marble fireplace."
1ce00f07811e8d4b5c,https://www.hgtv.com/shows/property-brothers-at-home-drews-honeymoon-house/drew-and-lindas-living-room-luxury-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/living_room__1ce00f07811e8d4b5c_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/living_room__1ce00f07811e8d4b5c_orig.jpg,living room,train,/home/jupyter/clean_108_WITH_LABELS/before/living_room__1ce00f07811e8d4b5c.jpg,/home/jupyter/clean_108_WITH_LABELS/after/living_room__1ce00f07811e8d4b5c.jpg,"light gray walls, dark herringbone wood flooring, brass wall sconces and recessed lighting, transitional chic",Contemporary,Traditional,high,"Herringbone wood floors and crown molding meet sleek gold-framed green velvet chairs, a geometric rug, and modern brass fixtures."
0ac9e10de57dbcb1ed,https://www.hgtv.com/shows/property-brothers-at-home-drews-honeymoon-house/drew-and-lindas-living-room-luxury-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/living_room__0ac9e10de57dbcb1ed_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/living_room__0ac9e10de57dbcb1ed_orig.jpg,living room,train,/home/jupyter/clean_108_WITH_LABELS/before/living_room__0ac9e10de57dbcb1ed.jpg,/home/jupyter/clean_108_WITH_LABELS/after/living_room__0ac9e10de57dbcb1ed.jpg,"deep teal paneled walls, built-in window seat, dark herringbone wood flooring, brass wall sconces, traditional study",Traditional,Contemporary,high,"Dark paneled walls, tufted leather wingback chair, rich wood desk, brass accents, and velvet side chairs."
3bf5b071505e5f461c,https://www.hgtv.com/shows/property-brothers-at-home/before-and-after--the-property-brothers-at-home-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/bedroom__3bf5b071505e5f461c_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/bedroom__3bf5b071505e5f461c_orig.jpg,bedroom,train,/home/jupyter/clean_108_WITH_LABELS/before/bedroom__3bf5b071505e5f461c.jpg,/home/jupyter/clean_108_WITH_LABELS/after/bedroom__3bf5b071505e5f461c.jpg,"warm taupe walls, neutral upholstered furnishings, textured beige area rug, cascading crystal chandelier, transitional glam",Glam,Traditional,high,"Crystal bubble chandelier, tufted leather bench, ornate floor mirror, satin bedding, and a warm neutral taupe palette."
556fd83103f6465b28,https://www.hgtv.com/shows/property-brothers-at-home/before-and-after--the-property-brothers-at-home-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/bathroom__556fd83103f6465b28_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/bathroom__556fd83103f6465b28_orig.jpg,bathroom,train,/home/jupyter/clean_108_WITH_LABELS/before/bathroom__556fd83103f6465b28.jpg,/home/jupyter/clean_108_WITH_LABELS/after/bathroom__556fd83103f6465b28.jpg,"soft greige walls, warm wood vanities, polished beige travertine flooring, crystal drum chandelier lighting, transitional style",Traditional,Glam,high,"Beige marble tile, curved tub deck, plantation shutters, dark wood vanity, and a crystal drum chandelier."
a1010aae5625a40323,https://www.hgtv.com/shows/property-brothers-at-home/before-and-after--the-property-brothers-at-home-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/bedroom__a1010aae5625a40323_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/bedroom__a1010aae5625a40323_orig.jpg,bedroom,train,/home/jupyter/clean_108_WITH_LABELS/before/bedroom__a1010aae5625a40323.jpg,/home/jupyter/clean_108_WITH_LABELS/after/bedroom__a1010aae5625a40323.jpg,"soft greige walls, navy nightstands with gold hardware, travertine tile with patterned area rug, metallic table lamps, transitional",Contemporary,Traditional,high,"Symmetrical layout, script-patterned headboard, striped bench, abstract triptych art, lacquered nightstands with gold hardware, and textured metallic lamps."
15ce8c5e355603038d,https://www.hgtv.com/shows/property-brothers-at-home/before-and-after--the-property-brothers-at-home-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/bedroom__15ce8c5e355603038d_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/bedroom__15ce8c5e355603038d_orig.jpg,bedroom,train,/home/jupyter/clean_108_WITH_LABELS/before/bedroom__15ce8c5e355603038d.jpg,/home/jupyter/clean_108_WITH_LABELS/after/bedroom__15ce8c5e355603038d.jpg,"soft greige walls, weathered gray dresser, light travertine tile flooring, textured gray bedding, contemporary transitional",Contemporary,Modern,medium,"Sleek gray dresser with clean lines, neutral color palette, herringbone bedding, and a large textured dark-framed mirror."
325b020453779e053d,https://www.hgtv.com/shows/property-brothers-at-home/before-and-after--the-property-brothers-at-home-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/bathroom__325b020453779e053d_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/bathroom__325b020453779e053d_orig.jpg,bathroom,train,/home/jupyter/clean_108_WITH_LABELS/before/bathroom__325b020453779e053d.jpg,/home/jupyter/clean_108_WITH_LABELS/after/bathroom__325b020453779e053d.jpg,"green-gray penny tile walls, weathered oak vanity with marble counter, light stone flooring, polished nickel lighting, transitional",Contemporary,Traditional,high,"Shaker-style vanity, marble countertop, ornate beaded mirror, classic chrome faucets, and frameless glass shower."
d6c13ef20503b10357,https://www.hgtv.com/shows/property-brothers-at-home/before-and-after--the-property-brothers-at-home-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/dining_room__d6c13ef20503b10357_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/dining_room__d6c13ef20503b10357_orig.jpg,dining room,train,/home/jupyter/clean_108_WITH_LABELS/before/dining_room__d6c13ef20503b10357.jpg,/home/jupyter/clean_108_WITH_LABELS/after/dining_room__d6c13ef20503b10357.jpg,"cool gray walls, dark wood cabinetry, polished stone tile flooring, oversized crystal orb chandelier, transitional",Traditional,Contemporary,high,"Ornate wrought-iron staircase, dark wood cabinetry, crystal orb chandelier, large grey sectional, and metallic glass coffee table."
a995d48c5229d692aa,https://www.hgtv.com/shows/property-brothers-at-home/before-and-after--the-property-brothers-at-home-pictures,/content/drive/MyDrive/lora_dataset_final/dataset_lora/before/kitchen__a995d48c5229d692aa_orig.jpg,/content/drive/MyDrive/lora_dataset_final/dataset_lora/after/kitchen__a995d48c5229d692aa_orig.jpg,kitchen,train,/home/jupyter/clean_108_WITH_LABELS/before/kitchen__a995d48c5229d692aa.jpg,/home/jupyter/clean_108_WITH_LABELS/after/kitchen__a995d48c5229d692aa.jpg,"warm greige walls, dark wood built-in shelving with geometric fretwork, travertine tile flooring, orb crystal chandelier, transitional luxury",Traditional,Contemporary,medium,"Dark wood built-ins, granite countertops, crystal orb chandelier, striped armchairs, and large folding glass doors."
